timestamp,midpoint,spread
1673121906257,16941.95,0.1
1673121907273,16941.95,0.1
1673121908278,16941.95,0.1
1673121909283,16941.95,0.1
1673121910292,16941.95,0.1
1673121911299,16941.95,0.1
1673121912301,16941.95,0.1
1673121913306,16941.95,0.1
1673121914310,16941.95,0.1
1673121915315,16941.95,0.1
1673121916323,16941.95,0.1
1673121917361,16941.95,0.1
1673121918365,16941.95,0.1
1673121919374,16941.95,0.1
1673121920375,16941.95,0.1
1673121921380,16941.95,0.1
1673121922384,16941.95,0.1
1673121923391,16941.95,0.1
1673121924400,16941.95,0.1
1673121925404,16941.95,0.1
1673121926409,16941.95,0.1
1673121927508,16941.95,0.1
1673121928515,16941.95,0.1
1673121929521,16941.95,0.1
1673121930524,16941.95,0.1
1673121931533,16941.95,0.1
1673121932537,16941.95,0.1
1673121933540,16941.95,0.1
1673121934547,16941.95,0.1
1673121935551,16941.95,0.1
1673121936556,16941.95,0.1
1673121937565,16941.95,0.1
1673121938571,16941.95,0.1
1673121939575,16941.95,0.1
1673121940581,16941.95,0.1
1673121941682,16941.95,0.1
1673121942685,16941.95,0.1
1673121943689,16941.95,0.1
1673121944791,16942.45,0.9
1673121945799,16942.95,0.1
1673121946800,16942.95,0.1
1673121947804,16942.95,0.1
1673121948811,16942.95,0.1
1673121949814,16942.95,0.1
1673121950821,16943.0,0.0
1673121951921,16943.05,0.1
1673121952924,16943.05,0.1
1673121953933,16943.05,0.1
1673121954936,16943.05,0.1
1673121955941,16943.3,0.6
1673121956945,16943.05,0.1
1673121957949,16943.45,0.1
1673121958951,16943.45,0.1
1673121959958,16943.45,0.1
1673121960961,16943.45,0.1
1673121961966,16943.45,0.1
1673121963019,16943.45,0.1
1673121964021,16943.6,0.2
1673121965026,16943.75,0.1
1673121966029,16945.05,0.1
1673121967033,16945.05,0.1
1673121968038,16945.05,0.1
1673121969041,16945.05,0.1
1673121970048,16945.05,0.1
1673121971053,16945.05,0.1
1673121972055,16945.05,0.1
1673121973058,16945.05,0.1
1673121974061,16945.05,0.1
1673121975070,16945.05,0.1
1673121976073,16945.05,0.1
1673121977076,16945.05,0.1
1673121978077,16945.05,0.1
1673121979095,16945.05,0.1
1673121980098,16944.5,1.0
1673121981105,16943.95,0.1
1673121982110,16943.95,0.1
1673121983118,16943.95,0.1
1673121984127,16943.95,0.1
1673121985136,16943.95,0.1
1673121986142,16943.95,0.1
1673121987151,16943.95,0.1
1673121988158,16943.95,0.1
1673121989164,16943.95,0.1
1673121990172,16943.95,0.1
1673121991178,16943.95,0.1
1673121992276,16943.95,0.1
1673121993284,16943.95,0.1
1673121994287,16943.95,0.1
1673121995290,16943.95,0.1
1673121996291,16943.95,0.1
1673121997295,16943.95,0.1
1673121998300,16943.95,0.1
1673121999303,16943.95,0.1
1673122000306,16943.95,0.1
1673122001314,16943.95,0.1
1673122002320,16943.95,0.1
1673122003323,16943.95,0.1
1673122004331,16943.95,0.1
1673122005338,16943.95,0.1
1673122006343,16943.95,0.1
1673122007344,16943.95,0.1
1673122008349,16943.95,0.1
1673122009357,16943.95,0.1
1673122010361,16943.95,0.1
1673122011369,16943.95,0.1
1673122012374,16943.95,0.1
1673122013379,16943.95,0.1
1673122014380,16943.95,0.1
1673122015382,16943.95,0.1
1673122016388,16943.95,0.1
1673122017394,16943.95,0.1
1673122018395,16943.95,0.1
1673122019400,16943.95,0.1
1673122020407,16943.95,0.1
1673122021414,16943.95,0.1
1673122022422,16943.95,0.1
1673122023424,16943.95,0.1
1673122024431,16943.95,0.1
1673122025436,16943.95,0.1
1673122026442,16943.95,0.1
1673122027443,16943.95,0.1
1673122028448,16943.95,0.1
1673122029449,16943.95,0.1
1673122030456,16943.95,0.1
1673122031463,16943.95,0.1
1673122032467,16943.95,0.1
1673122033471,16943.95,0.1
1673122034478,16943.95,0.1
1673122035483,16943.95,0.1
1673122036486,16943.95,0.1
1673122037489,16943.95,0.1
1673122038496,16943.95,0.1
1673122039498,16943.95,0.1
1673122040501,16943.95,0.1
1673122041507,16943.95,0.1
1673122042511,16943.95,0.1
1673122043515,16943.95,0.1
1673122044516,16943.95,0.1
1673122045524,16943.95,0.1
1673122046531,16943.95,0.1
1673122047631,16943.95,0.1
1673122048636,16943.95,0.1
1673122049640,16943.95,0.1
1673122050645,16943.95,0.1
1673122051651,16943.95,0.1
1673122052656,16943.95,0.1
1673122053658,16943.95,0.1
1673122054662,16943.95,0.1
1673122055668,16943.95,0.1
1673122056671,16943.95,0.1
1673122057677,16943.95,0.1
1673122058684,16943.95,0.1
1673122059686,16943.95,0.1
1673122060785,16943.95,0.1
1673122061791,16943.95,0.1
1673122062792,16943.95,0.1
1673122063892,16943.95,0.1
1673122064894,16943.95,0.1
1673122065899,16943.95,0.1
1673122066901,16943.95,0.1
1673122067907,16943.95,0.1
1673122068911,16943.95,0.1
1673122069912,16943.95,0.1
1673122070919,16943.95,0.1
1673122071924,16943.95,0.1
1673122072928,16943.95,0.1
1673122073932,16943.95,0.1
1673122074936,16943.95,0.1
1673122075939,16943.95,0.1
1673122076947,16943.95,0.1
1673122077955,16943.95,0.1
1673122078961,16943.95,0.1
1673122079965,16943.95,0.1
1673122080971,16943.95,0.1
1673122081977,16943.95,0.1
1673122082981,16943.95,0.1
1673122083984,16943.95,0.1
1673122084987,16943.95,0.1
1673122085990,16943.95,0.1
1673122086994,16943.95,0.1
1673122087998,16943.95,0.1
1673122089004,16943.95,0.1
1673122090008,16943.95,0.1
1673122091014,16943.95,0.1
1673122092020,16943.95,0.1
1673122093120,16943.95,0.1
1673122094124,16943.95,0.1
1673122095131,16943.95,0.1
1673122096135,16943.95,0.1
1673122097141,16943.95,0.1
1673122098144,16943.95,0.1
1673122099147,16943.95,0.1
1673122100149,16943.95,0.1
1673122101159,16943.95,0.1
1673122102162,16943.95,0.1
1673122103165,16943.95,0.1
1673122104169,16943.95,0.1
1673122105171,16943.95,0.1
1673122106175,16943.95,0.1
1673122107178,16943.95,0.1
1673122108184,16943.95,0.1
1673122109187,16943.95,0.1
1673122110196,16943.95,0.1
1673122111204,16943.95,0.1
1673122112206,16943.95,0.1
1673122113307,16943.95,0.1
1673122114315,16943.95,0.1
1673122115320,16943.95,0.1
1673122116328,16943.95,0.1
1673122117333,16943.95,0.1
1673122118340,16943.95,0.1
1673122119344,16943.95,0.1
1673122120348,16943.95,0.1
1673122121353,16943.95,0.1
1673122122357,16943.95,0.1
1673122123359,16943.95,0.1
1673122124366,16943.95,0.1
1673122125372,16943.95,0.1
1673122126375,16943.95,0.1
1673122127383,16943.95,0.1
1673122128386,16943.95,0.1
1673122129389,16943.95,0.1
1673122130393,16943.95,0.1
1673122131396,16943.95,0.1
1673122132401,16942.75,0.1
1673122133409,16942.75,0.1
1673122134414,16942.75,0.1
1673122135420,16942.75,0.1
1673122136421,16942.75,0.1
1673122137425,16942.75,0.1
1673122138431,16942.75,0.1
1673122139437,16942.75,0.1
1673122140440,16942.75,0.1
1673122141445,16942.75,0.1
1673122142452,16942.75,0.1
1673122143453,16942.75,0.1
1673122144457,16942.75,0.1
1673122145459,16942.75,0.1
1673122146463,16942.75,0.1
1673122147467,16942.75,0.1
1673122148475,16942.75,0.1
1673122149478,16942.75,0.1
1673122150486,16942.75,0.1
1673122151491,16942.75,0.1
1673122152591,16942.75,0.1
1673122153595,16942.75,0.1
1673122154599,16942.75,0.1
1673122155602,16942.75,0.1
1673122156609,16942.75,0.1
1673122157614,16942.75,0.1
1673122158616,16942.75,0.1
1673122159619,16942.75,0.1
1673122160621,16942.75,0.1
1673122161627,16942.75,0.1
1673122162631,16942.75,0.1
1673122163634,16942.75,0.1
1673122164641,16942.75,0.1
1673122166751,16942.75,0.1
1673122167759,16942.75,0.1
1673122168764,16942.75,0.1
1673122169767,16942.75,0.1
1673122170774,16942.75,0.1
1673122171781,16942.75,0.1
1673122172783,16942.75,0.1
1673122173789,16942.75,0.1
1673122174793,16942.75,0.1
1673122175795,16942.75,0.1
1673122176799,16942.75,0.1
1673122177802,16942.75,0.1
1673122178808,16942.75,0.1
1673122179812,16942.75,0.1
1673122180818,16942.75,0.1
1673122181819,16942.75,0.1
1673122182828,16942.75,0.1
1673122183833,16942.75,0.1
1673122184835,16942.75,0.1
1673122185837,16942.75,0.1
1673122186841,16942.75,0.1
1673122187845,16942.75,0.1
1673122188850,16942.75,0.1
1673122189859,16942.75,0.1
1673122190865,16942.75,0.1
1673122191872,16942.75,0.1
1673122192877,16942.75,0.1
1673122193879,16942.75,0.1
1673122194883,16942.75,0.1
1673122195887,16942.75,0.1
1673122196889,16942.75,0.1
1673122197893,16942.75,0.1
1673122198895,16942.75,0.1
1673122199901,16942.75,0.1
1673122201003,16942.75,0.1
1673122202006,16942.75,0.1
1673122203012,16942.75,0.1
1673122204018,16942.75,0.1
1673122205020,16942.75,0.1
1673122206023,16942.75,0.1
1673122207027,16942.75,0.1
1673122208029,16942.75,0.1
1673122209036,16942.75,0.1
1673122210041,16942.75,0.1
1673122211046,16942.75,0.1
1673122212047,16942.75,0.1
1673122213055,16942.75,0.1
1673122214057,16942.75,0.1
1673122215061,16942.75,0.1
1673122216065,16942.75,0.1
1673122217075,16942.75,0.1
1673122218084,16942.75,0.1
1673122219088,16942.75,0.1
1673122220089,16942.75,0.1
1673122221093,16942.75,0.1
1673122222099,16942.75,0.1
1673122223102,16942.75,0.1
1673122224107,16942.75,0.1
1673122225109,16942.75,0.1
1673122226113,16942.7,0.0
1673122227117,16942.65,0.1
1673122228119,16942.65,0.1
1673122229122,16942.65,0.1
1673122230130,16942.65,0.1
1673122231133,16942.65,0.1
1673122232138,16942.3,0.6
1673122233144,16941.95,0.1
1673122234152,16941.95,0.1
1673122235153,16941.95,0.1
1673122236161,16941.95,0.1
1673122237164,16941.95,0.1
1673122238171,16941.95,0.1
1673122239177,16941.95,0.1
1673122240182,16941.95,0.1
1673122241187,16941.95,0.1
1673122242188,16941.95,0.1
1673122243192,16941.95,0.1
1673122244195,16941.95,0.1
1673122245199,16941.95,0.1
1673122246204,16941.95,0.1
1673122247211,16941.95,0.1
1673122248219,16941.95,0.1
1673122249225,16941.95,0.1
1673122250229,16941.95,0.1
1673122251232,16941.95,0.1
1673122252240,16941.95,0.1
1673122253245,16941.95,0.1
1673122254353,16941.95,0.1
1673122255358,16941.95,0.1
1673122256362,16941.95,0.1
1673122257365,16941.95,0.1
1673122258370,16941.95,0.1
1673122259372,16941.95,0.1
1673122260376,16941.95,0.1
1673122261381,16941.95,0.1
1673122262386,16941.95,0.1
1673122263390,16941.55,0.7
1673122264394,16941.15,0.1
1673122265401,16941.15,0.1
1673122266407,16941.15,0.1
1673122267409,16941.15,0.1
1673122268418,16941.15,0.1
1673122269424,16941.15,0.1
1673122270427,16941.15,0.1
1673122271433,16941.15,0.1
1673122272442,16941.15,0.1
1673122273446,16941.15,0.1
1673122274451,16941.15,0.1
1673122275454,16941.15,0.1
1673122276460,16941.15,0.1
1673122277467,16941.15,0.1
1673122278470,16941.15,0.1
1673122279497,16941.15,0.1
1673122280503,16941.15,0.1
1673122281507,16941.15,0.1
1673122282509,16941.15,0.1
1673122283515,16941.15,0.1
1673122284517,16941.15,0.1
1673122285518,16941.15,0.1
1673122286523,16941.15,0.1
1673122287526,16941.15,0.1
1673122288627,16941.15,0.1
1673122289630,16941.15,0.1
1673122290638,16941.15,0.1
1673122291639,16941.15,0.1
1673122292641,16941.15,0.1
1673122293647,16941.15,0.1
1673122294649,16941.15,0.1
1673122295651,16941.15,0.1
1673122296657,16941.15,0.1
1673122297662,16941.15,0.1
1673122298670,16941.15,0.1
1673122299676,16941.15,0.1
1673122300680,16941.15,0.1
1673122301688,16941.15,0.1
1673122302690,16941.1,0.0
1673122303695,16941.05,0.1
1673122304702,16941.05,0.1
1673122305705,16941.05,0.1
1673122306707,16941.05,0.1
1673122307714,16941.05,0.1
1673122308716,16941.05,0.1
1673122309722,16941.05,0.1
1673122310724,16941.05,0.1
1673122311729,16941.05,0.1
1673122312731,16941.05,0.1
1673122313736,16941.05,0.1
1673122314741,16941.05,0.1
1673122315742,16941.05,0.1
1673122316747,16941.05,0.1
1673122317756,16941.05,0.1
1673122318760,16941.05,0.1
1673122319763,16941.05,0.1
1673122320767,16941.05,0.1
1673122321772,16941.05,0.1
1673122322779,16941.05,0.1
1673122323783,16941.05,0.1
1673122324788,16941.05,0.1
1673122325792,16941.05,0.1
1673122326797,16941.05,0.1
1673122327800,16941.05,0.1
1673122328804,16941.05,0.1
1673122329813,16941.05,0.1
1673122330820,16941.05,0.1
1673122331827,16941.05,0.1
1673122332829,16941.05,0.1
1673122333835,16941.05,0.1
1673122334838,16941.05,0.1
1673122335844,16941.05,0.1
1673122336847,16941.05,0.1
1673122337856,16941.05,0.1
1673122338956,16941.05,0.1
1673122339964,16941.05,0.1
1673122341065,16941.05,0.1
1673122342072,16941.05,0.1
1673122343075,16941.05,0.1
1673122344083,16941.05,0.1
1673122345085,16941.05,0.1
1673122346088,16941.05,0.1
1673122347095,16941.05,0.1
1673122348100,16941.05,0.1
1673122349104,16941.05,0.1
1673122350112,16941.05,0.1
1673122351122,16941.05,0.1
1673122352127,16941.05,0.1
1673122353135,16941.05,0.1
1673122354143,16941.05,0.1
1673122355150,16941.05,0.1
1673122356155,16941.05,0.1
1673122357158,16941.05,0.1
1673122358166,16941.05,0.1
1673122359171,16941.05,0.1
1673122360176,16941.05,0.1
1673122361277,16941.05,0.1
1673122362281,16941.05,0.1
1673122363292,16941.05,0.1
1673122364297,16941.05,0.1
1673122365303,16941.05,0.1
1673122366306,16941.05,0.1
1673122367307,16941.05,0.1
1673122368315,16941.05,0.1
1673122369323,16941.05,0.1
1673122370328,16941.05,0.1
1673122371330,16941.05,0.1
1673122372335,16941.05,0.1
1673122373343,16941.05,0.1
1673122374356,16941.05,0.1
1673122375362,16941.05,0.1
1673122376366,16941.0,0.0
1673122377372,16940.95,0.1
1673122378374,16940.95,0.1
