timestamp,midpoint,spread
1673128849114,16931.45,0.1
1673128850118,16931.45,0.1
1673128851126,16931.45,0.1
1673128852134,16931.45,0.1
1673128853141,16931.45,0.1
1673128854145,16931.45,0.1
1673128855153,16931.45,0.1
1673128856162,16931.45,0.1
1673128857166,16931.45,0.1
1673128858169,16931.45,0.1
1673128859174,16931.45,0.1
1673128860182,16931.45,0.1
1673128861189,16931.45,0.1
1673128862192,16931.45,0.1
1673128863197,16931.45,0.1
1673128864203,16931.45,0.1
1673128865205,16931.45,0.1
1673128866213,16931.45,0.1
1673128867216,16931.45,0.1
1673128868221,16931.45,0.1
1673128869224,16931.45,0.1
1673128870230,16931.45,0.1
1673128871322,16929.7,3.4
1673128872338,16927.75,0.1
1673128873340,16927.1,1.0
1673128874344,16926.55,0.1
1673128875348,16926.55,0.1
1673128876352,16926.55,0.1
1673128877358,16926.55,0.1
1673128878360,16926.55,0.1
1673128879408,16926.45,0.3
1673128880412,16926.25,0.1
1673128881415,16926.1,0.0
1673128882420,16925.75,0.1
1673128883520,16925.65,0.1
1673128884524,16925.55,0.1
1673128885527,16925.35,0.3
1673128886531,16925.15,0.1
1673128887538,16925.15,0.1
1673128888539,16925.15,0.1
1673128889543,16925.15,0.1
1673128890550,16925.15,0.1
1673128891556,16925.1,0.0
1673128892561,16925.05,0.1
1673128893567,16925.05,0.1
1673128894570,16925.05,0.1
1673128895573,16925.05,0.1
1673128896582,16925.05,0.1
1673128897586,16925.05,0.1
1673128898588,16925.05,0.1
1673128899598,16925.05,0.1
1673128900603,16925.05,0.1
1673128901612,16925.05,0.1
1673128902617,16925.05,0.1
1673128903618,16925.05,0.1
1673128904621,16925.05,0.1
1673128905626,16925.05,0.1
1673128906633,16925.05,0.1
1673128907636,16925.05,0.1
1673128909440,16925.05,0.1
1673128910443,16925.05,0.1
1673128911447,16925.05,0.1
1673128912451,16925.05,0.1
1673128913457,16925.05,0.1
1673128914461,16924.85,0.5
1673128915462,16925.05,0.1
1673128916466,16925.05,0.1
1673128917470,16925.05,0.1
1673128918478,16925.05,0.1
1673128919484,16925.05,0.1
1673128920491,16925.05,0.1
1673128921494,16925.05,0.1
1673128922500,16925.05,0.1
1673128923506,16925.05,0.1
1673128924516,16925.05,0.1
1673128925521,16925.05,0.1
1673128926530,16924.75,0.5
1673128927531,16924.45,0.1
1673128928534,16924.45,0.1
1673128929540,16924.45,0.1
1673128930546,16924.45,0.1
1673128931548,16923.7,1.4
1673128932550,16922.95,0.1
1673128933553,16922.95,0.1
1673128934563,16922.95,0.1
1673128935664,16922.95,0.1
1673128936668,16922.95,0.1
1673128937673,16922.95,0.1
1673128938682,16922.95,0.1
1673128939688,16922.95,0.1
1673128940696,16922.95,0.1
1673128941697,16922.95,0.1
1673128942700,16922.95,0.1
1673128943702,16922.95,0.1
1673128944708,16922.95,0.1
1673128945710,16922.95,0.1
1673128946715,16922.95,0.1
1673128947721,16922.95,0.1
1673128948724,16922.95,0.1
1673128949732,16922.95,0.1
1673128950737,16922.95,0.1
1673128951739,16922.95,0.1
1673128952741,16922.95,0.1
1673128953746,16922.95,0.1
1673128954748,16922.95,0.1
1673128955755,16922.95,0.1
1673128956758,16922.95,0.1
1673128957764,16922.95,0.1
1673128958769,16922.95,0.1
1673128959774,16922.95,0.1
1673128960788,16922.95,0.1
1673128961793,16922.95,0.1
1673128962797,16922.95,0.1
1673128963897,16922.95,0.1
1673128964902,16922.8,0.4
1673128965911,16922.95,0.1
1673128966913,16922.95,0.1
1673128967920,16922.95,0.1
1673128968921,16922.95,0.1
1673128969924,16922.95,0.1
1673128970927,16922.95,0.1
1673128971932,16922.95,0.1
1673128972934,16922.95,0.1
1673128973944,16922.95,0.1
1673128974949,16922.7,0.6
1673128975955,16922.95,0.1
1673128976963,16922.95,0.1
1673128977965,16922.95,0.1
1673128978977,16922.95,0.1
1673128979980,16922.95,0.1
1673128980989,16922.95,0.1
1673128981990,16922.95,0.1
1673128982996,16922.95,0.1
1673128984003,16922.95,0.1
1673128985008,16922.95,0.1
1673128986103,16923.6,1.2
1673128987118,16925.25,1.5
1673128988218,16926.05,0.1
1673128989222,16926.05,0.1
1673128990232,16926.05,0.1
1673128991238,16926.05,0.1
1673128992245,16926.05,0.1
1673128993254,16926.05,0.1
1673128994265,16926.35,0.5
1673128995268,16926.65,0.1
1673128996273,16926.65,0.1
1673128997274,16926.65,0.1
1673128998277,16926.65,0.1
1673128999280,16928.15,1.1
1673129000282,16928.95,0.3
1673129001287,16929.15,0.1
1673129002288,16929.15,0.1
1673129003292,16929.15,0.1
1673129004295,16929.15,0.1
1673129005328,16929.15,0.1
1673129006333,16929.15,0.1
1673129007343,16929.15,0.1
1673129008346,16929.15,0.1
1673129009354,16929.15,0.1
1673129010358,16929.15,0.1
1673129011364,16929.15,0.1
1673129012372,16929.15,0.1
1673129013375,16929.15,0.1
1673129014376,16929.95,0.1
1673129015380,16929.95,0.1
1673129016382,16929.95,0.1
1673129017483,16929.95,0.1
1673129018485,16929.95,0.1
1673129019489,16929.95,0.1
1673129020492,16929.95,0.1
1673129021496,16929.95,0.1
1673129022498,16929.95,0.1
1673129023506,16929.95,0.1
1673129024512,16929.95,0.1
1673129025523,16929.95,0.1
1673129026528,16929.95,0.1
1673129027533,16929.95,0.1
1673129028535,16929.95,0.1
1673129029638,16929.95,0.1
1673129030642,16930.5,1.0
1673129031643,16931.05,0.1
1673129032648,16931.05,0.1
1673129033650,16931.05,0.1
1673129034655,16931.05,0.1
1673129035658,16931.05,0.1
1673129036662,16931.05,0.1
1673129037667,16931.05,0.1
1673129038769,16931.05,0.1
1673129039773,16931.05,0.1
1673129040782,16931.05,0.1
1673129041787,16931.05,0.1
1673129042789,16931.05,0.1
1673129043790,16931.05,0.1
1673129044795,16931.05,0.1
1673129045799,16931.05,0.1
1673129046802,16931.05,0.1
1673129047805,16931.3,0.6
1673129048812,16931.05,0.1
1673129049818,16931.05,0.1
1673129050824,16931.5,1.0
1673129051828,16931.05,0.1
1673129052831,16931.05,0.1
